Model,Tool,CardP,CardT,CardA,PTime,TTime,ConstP,NBP,NBT,TotalTime,Time,Mem,Status
BugTracking-PT-q8m128,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
BugTracking-PT-q8m256,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
BusinessProcesses-PT-01,tina,200,178,487,3,3,0,30,8,-1,4,00,OK
BusinessProcesses-PT-02,tina,262,219,576,5,4,0,45,2,-1,5,00,OK
BusinessProcesses-PT-03,tina,274,237,632,6,5,0,43,6,-1,5,00,OK
BusinessProcesses-PT-04,tina,288,283,916,7,7,0,44,39,-1,6,00,OK
BusinessProcesses-PT-05,tina,368,319,854,9,7,0,57,8,-1,7,00,OK
BusinessProcesses-PT-06,tina,376,297,830,9,7,0,81,2,-1,7,00,OK
BusinessProcesses-PT-07,tina,386,360,1110,12,11,0,62,36,-1,8,00,OK
BusinessProcesses-PT-08,tina,393,344,911,18,8,0,58,9,-1,10,00,OK
BusinessProcesses-PT-09,tina,403,374,1148,13,9,0,65,36,-1,8,00,OK
BusinessProcesses-PT-10,tina,518,471,1415,20,15,0,85,38,-1,11,00,OK
BusinessProcesses-PT-11,tina,567,508,1512,26,22,0,95,36,-1,12,00,OK
BusinessProcesses-PT-12,tina,586,525,1560,27,19,0,98,37,-1,13,00,OK
BusinessProcesses-PT-13,tina,593,536,1582,29,18,0,95,38,-1,13,00,OK
BusinessProcesses-PT-14,tina,624,564,1657,30,21,0,99,39,-1,14,00,OK
BusinessProcesses-PT-15,tina,630,566,1666,31,30,0,102,38,-1,15,00,OK
BusinessProcesses-PT-16,tina,638,578,1694,32,29,0,100,40,-1,15,00,OK
BusinessProcesses-PT-17,tina,650,580,1709,60,27,0,108,38,-1,20,00,OK
BusinessProcesses-PT-18,tina,717,642,1860,32,35,0,114,39,-1,17,00,OK
BusinessProcesses-PT-19,tina,772,685,1981,44,30,0,125,38,-1,19,00,OK
BusinessProcesses-PT-20,tina,782,697,2011,45,31,0,126,41,-1,19,00,OK
CANConstruction-PT-005,tina,112,140,400,2,2,0,11,39,-1,4,00,OK
CANConstruction-PT-010,tina,322,480,1400,11,21,0,21,179,-1,10,00,OK
CANConstruction-PT-020,tina,1042,1760,5200,94,287,0,41,759,-1,83,00,OK
CANConstruction-PT-030,tina,2162,3840,11400,592,1335,0,61,1739,-1,4005,04,OK
CANConstruction-PT-040,tina,3682,6720,20000,1743,4157,0,81,3119,-1,12079,12,OK
CANConstruction-PT-050,tina,5602,10400,31000,4134,9697,0,101,4899,-1,31002,31,OK
CANConstruction-PT-060,tina,7922,14880,44400,8469,20234,0,121,7079,-1,66036,06,OK
CANConstruction-PT-070,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANConstruction-PT-080,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANConstruction-PT-090,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANConstruction-PT-100,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANInsertWithFailure-PT-005,tina,114,180,500,2,3,0,8,74,-1,5,00,OK
CANInsertWithFailure-PT-010,tina,324,660,1800,12,40,0,13,349,-1,16,00,OK
CANInsertWithFailure-PT-020,tina,1044,2520,6800,153,586,0,23,1499,-1,1059,01,OK
CANInsertWithFailure-PT-030,tina,2164,5580,15000,836,3431,0,33,3449,-1,8034,08,OK
CANInsertWithFailure-PT-040,tina,3684,9840,26400,2549,11105,0,43,6199,-1,26068,26,OK
CANInsertWithFailure-PT-050,tina,5604,15300,41000,5931,25759,0,53,9749,-1,64053,04,OK
CANInsertWithFailure-PT-060,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANInsertWithFailure-PT-070,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANInsertWithFailure-PT-080,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANInsertWithFailure-PT-090,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CANInsertWithFailure-PT-100,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
CircadianClock-PT-000001,tina,14,16,58,0,0,0,7,9,-1,3,00,OK
CircadianClock-PT-000010,tina,14,16,58,0,0,0,7,9,-1,3,00,OK
CircadianClock-PT-000100,tina,14,16,58,0,0,0,7,9,-1,3,00,OK
CircadianClock-PT-001000,tina,14,16,58,0,1,0,7,9,-1,3,00,OK
CircadianClock-PT-010000,tina,14,16,58,0,1,0,7,9,-1,3,00,OK
CircadianClock-PT-100000,tina,14,16,58,0,0,0,7,9,-1,3,00,OK
CircularTrains-PT-012,tina,24,12,48,0,1,0,13,1,-1,3,00,OK
CircularTrains-PT-024,tina,48,24,96,1,1,0,25,1,-1,3,00,OK
CircularTrains-PT-048,tina,96,48,192,2,1,0,49,1,-1,3,00,OK
CircularTrains-PT-096,tina,192,96,384,7,2,0,97,1,-1,4,00,OK
CircularTrains-PT-192,tina,384,192,768,64,5,0,193,1,-1,12,00,OK
CircularTrains-PT-384,tina,768,384,1536,443,23,0,385,1,-1,58,00,OK
CircularTrains-PT-768,tina,1536,768,3072,3531,81,0,769,1,-1,4010,04,OK
ClientsAndServers-PT-N0001P0,tina,25,18,54,1,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0002P0,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0002P1,tina,25,18,54,0,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0005P0,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0005P1,tina,25,18,54,0,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0010P0,tina,25,18,54,0,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0010P1,tina,25,18,54,1,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0010P2,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0020P0,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0020P1,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0020P2,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0020P3,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0020P4,tina,25,18,54,1,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0050P0,tina,25,18,54,0,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0100P0,tina,25,18,54,1,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N0200P0,tina,25,18,54,2,2,0,8,1,-1,12,00,OK
ClientsAndServers-PT-N0500P0,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N1000P0,tina,25,18,54,0,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N2000P0,tina,25,18,54,1,1,0,8,1,-1,3,00,OK
ClientsAndServers-PT-N5000P0,tina,25,18,54,0,0,0,8,1,-1,3,00,OK
CloudDeployment-PT-2a,tina,69,174,821,1,3,0,12,117,-1,4,00,OK
CloudDeployment-PT-2b,tina,556,684,1987,28,32,0,9,137,-1,15,00,OK
CloudDeployment-PT-3a,tina,104,308,1611,7,16,0,18,222,-1,14,00,OK
CloudDeployment-PT-3b,tina,859,1152,4030,78,90,0,13,306,-1,41,00,OK
CloudDeployment-PT-4a,tina,141,475,2657,5,26,0,24,358,-1,9,00,OK
CloudDeployment-PT-4b,tina,1182,1824,8741,149,234,0,17,659,-1,84,00,OK
CloudDeployment-PT-5a,tina,180,675,3959,8,48,0,30,525,-1,14,00,OK
CloudDeployment-PT-5b,tina,1525,3132,24760,336,1000,0,21,1628,-1,2065,02,OK
CloudDeployment-PT-6a,tina,221,908,5517,13,94,0,36,723,-1,23,00,OK
CloudDeployment-PT-6b,tina,1888,6804,91831,871,5859,0,25,4941,-1,12096,12,OK
CloudDeployment-PT-7a,tina,264,1174,7331,23,180,0,42,952,-1,41,00,OK
CloudDeployment-PT-7b,tina,2271,19752,389666,2963,44669,0,29,17510,-1,119044,59,OK
CloudOpsManagement-PT-00002by00001,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00005by00002,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00010by00005,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00020by00010,tina,27,29,94,1,0,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00040by00020,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00080by00040,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00160by00080,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00320by00160,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-00640by00320,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-01280by00640,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-02560by01280,tina,27,29,94,1,0,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-05120by02560,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-10240by05120,tina,27,29,94,0,1,0,11,13,-1,3,00,OK
CloudOpsManagement-PT-20480by10240,tina,27,29,94,1,1,0,11,13,-1,3,00,OK
CloudReconfiguration-PT-301,tina,2584,3094,6459,537,671,0,4,514,-1,2061,02,OK
CloudReconfiguration-PT-302,tina,2585,3095,6463,531,658,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-303,tina,2584,3094,6459,534,662,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-304,tina,2584,3094,6459,535,661,0,4,514,-1,2061,02,OK
CloudReconfiguration-PT-305,tina,2585,3095,6463,533,656,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-306,tina,2584,3094,6459,534,672,0,4,514,-1,2061,02,OK
CloudReconfiguration-PT-307,tina,2584,3094,6459,537,662,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-308,tina,2585,3095,6463,535,667,0,4,514,-1,2062,02,OK
CloudReconfiguration-PT-309,tina,2585,3095,6463,528,674,0,4,514,-1,2059,02,OK
CloudReconfiguration-PT-310,tina,2585,3095,6463,534,658,0,4,514,-1,2061,02,OK
CloudReconfiguration-PT-311,tina,2585,3095,6463,536,656,0,4,514,-1,2061,02,OK
CloudReconfiguration-PT-312,tina,2585,3095,6463,535,661,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-313,tina,2585,3095,6463,538,659,0,4,514,-1,2076,02,OK
CloudReconfiguration-PT-314,tina,2585,3095,6463,530,665,0,4,514,-1,2059,02,OK
CloudReconfiguration-PT-315,tina,2585,3095,6463,534,657,0,4,514,-1,2059,02,OK
CloudReconfiguration-PT-316,tina,2585,3095,6463,531,669,0,4,514,-1,2060,02,OK
CloudReconfiguration-PT-317,tina,2587,3099,6479,528,668,0,4,516,-1,2061,02,OK
CloudReconfiguration-PT-318,tina,2587,3099,6479,537,667,0,4,516,-1,2062,02,OK
CloudReconfiguration-PT-319,tina,2587,3099,6479,542,676,0,4,516,-1,2063,02,OK
CloudReconfiguration-PT-320,tina,2587,3099,6479,540,666,0,4,516,-1,2061,02,OK
CloudReconfiguration-PT-401,tina,3554,4263,8889,1040,1494,0,5,714,-1,5030,05,OK
CloudReconfiguration-PT-402,tina,3554,4263,8889,1043,1492,0,5,714,-1,5028,05,OK
CSRepetitions-COL-02,tina,6,5,15,1,0,0,2,1,-1,3,00,OK
CSRepetitions-COL-03,tina,6,5,15,1,0,0,2,1,-1,3,00,OK
CSRepetitions-COL-04,tina,6,5,15,0,0,0,2,1,-1,3,00,OK
CSRepetitions-COL-05,tina,6,5,15,0,0,0,2,1,-1,3,00,OK
CSRepetitions-COL-07,tina,6,5,15,0,0,0,2,1,-1,3,00,OK
CSRepetitions-COL-10,tina,6,5,15,1,1,0,2,1,-1,3,00,OK
CSRepetitions-PT-02,tina,23,28,92,1,1,0,6,11,-1,3,00,OK
CSRepetitions-PT-03,tina,58,81,279,1,1,0,12,35,-1,3,00,OK
CSRepetitions-PT-04,tina,117,176,624,2,3,0,20,79,-1,4,00,OK
CSRepetitions-PT-05,tina,206,325,1175,5,11,0,30,149,-1,7,00,OK
CSRepetitions-PT-07,tina,498,833,3087,32,55,0,56,391,-1,31,00,OK
CSRepetitions-PT-10,tina,1311,2300,8700,266,524,0,110,1099,-1,4071,04,OK
DatabaseWithMutex-COL-02,tina,11,8,22,1,0,0,4,1,-1,3,00,OK
DatabaseWithMutex-COL-04,tina,11,8,22,1,0,0,4,1,-1,3,00,OK
DatabaseWithMutex-COL-10,tina,11,8,22,1,1,0,4,1,-1,3,00,OK
DatabaseWithMutex-COL-20,tina,11,8,22,1,1,0,4,1,-1,3,00,OK
DatabaseWithMutex-COL-40,tina,11,8,22,1,1,0,4,1,-1,3,00,OK
DatabaseWithMutex-PT-02,tina,38,32,88,1,1,0,10,4,-1,3,00,OK
DatabaseWithMutex-PT-04,tina,140,128,416,2,2,0,28,16,-1,4,00,OK
DatabaseWithMutex-PT-10,tina,830,800,3800,50,52,0,130,100,-1,26,00,OK
DatabaseWithMutex-PT-20,tina,3260,3200,23200,1166,685,0,460,400,-1,4014,04,OK
DatabaseWithMutex-PT-40,tina,12920,12800,156800,26376,11238,0,1720,1600,-1,80026,20,OK
DBSingleClientW-PT-d0m04,tina,553,150,600,41,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m05,tina,553,150,600,42,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m06,tina,553,150,600,41,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m07,tina,553,150,600,41,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m08,tina,553,150,600,40,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m09,tina,553,150,600,41,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d0m10,tina,553,150,600,41,7,0,450,47,-1,11,00,OK
DBSingleClientW-PT-d1m04,tina,1440,672,2688,261,104,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m05,tina,1440,672,2688,259,104,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m06,tina,1440,672,2688,262,106,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m07,tina,1440,672,2688,262,104,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m08,tina,1440,672,2688,263,105,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m09,tina,1440,672,2688,261,106,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d1m10,tina,1440,672,2688,262,105,0,1099,331,-1,67,00,OK
DBSingleClientW-PT-d2m04,tina,4763,2478,9912,2744,1159,0,3586,1301,-1,7069,07,OK
DBSingleClientW-PT-d2m05,tina,4763,2478,9912,2747,1171,0,3586,1301,-1,7070,07,OK
DBSingleClientW-PT-d2m06,tina,4763,2478,9912,2757,1164,0,3586,1301,-1,7071,07,OK
DBSingleClientW-PT-d2m07,tina,4763,2478,9912,2750,1166,0,3586,1301,-1,7067,07,OK
DBSingleClientW-PT-d2m08,tina,4763,2478,9912,2713,1165,0,3586,1301,-1,7067,07,OK
DBSingleClientW-PT-d2m09,tina,4763,2478,9912,2748,1156,0,3586,1301,-1,7067,07,OK
DBSingleClientW-PT-d2m10,tina,4763,2478,9912,2747,1161,0,3586,1301,-1,7068,07,OK
Dekker-PT-010,tina,50,120,820,1,2,0,30,100,-1,4,00,OK
Dekker-PT-015,tina,75,255,1830,2,9,0,45,225,-1,5,00,OK
Dekker-PT-020,tina,100,440,3240,5,24,0,60,400,-1,9,00,OK
Dekker-PT-050,tina,250,2600,20100,61,1020,0,150,2500,-1,1085,01,OK
Dekker-PT-100,tina,500,10200,80200,403,14035,0,300,10000,-1,25015,25,OK
Dekker-PT-200,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DES-PT-00a,tina,115,76,373,2,1,0,57,18,-1,4,00,OK
DES-PT-00b,tina,271,230,658,6,5,0,59,18,-1,5,00,OK
DES-PT-01a,tina,119,76,381,2,1,0,59,16,-1,3,00,OK
DES-PT-01b,tina,284,235,683,7,5,0,65,16,-1,6,00,OK
DES-PT-02a,tina,123,80,400,2,1,0,59,16,-1,3,00,OK
DES-PT-02b,tina,288,239,699,8,6,0,65,16,-1,6,00,OK
DES-PT-05a,tina,135,92,457,2,1,0,59,16,-1,4,00,OK
DES-PT-05b,tina,300,251,747,7,6,0,65,16,-1,6,00,OK
DES-PT-10a,tina,155,112,552,3,2,0,59,16,-1,4,00,OK
DES-PT-10b,tina,320,271,827,9,7,0,65,16,-1,6,00,OK
DES-PT-20a,tina,195,152,742,4,3,0,59,16,-1,4,00,OK
DES-PT-20b,tina,360,311,987,9,8,0,65,16,-1,6,00,OK
DES-PT-30a,tina,234,191,926,5,3,0,59,16,-1,5,00,OK
DES-PT-30b,tina,399,350,1143,12,11,0,65,16,-1,8,00,OK
DES-PT-40a,tina,274,231,1116,7,5,0,59,16,-1,5,00,OK
DES-PT-40b,tina,439,390,1303,14,14,0,65,16,-1,8,00,OK
DES-PT-50a,tina,314,271,1306,8,7,0,59,16,-1,6,00,OK
DES-PT-50b,tina,479,430,1463,17,12,0,65,16,-1,9,00,OK
DES-PT-60a,tina,354,311,1496,10,7,0,59,16,-1,7,00,OK
DES-PT-60b,tina,519,470,1623,20,18,0,65,16,-1,11,00,OK
Diffusion2D-PT-D05N010,tina,25,144,288,1,3,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N050,tina,25,144,288,1,3,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N100,tina,25,144,288,1,3,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N150,tina,25,144,288,1,3,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N200,tina,25,144,288,1,2,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N250,tina,25,144,288,1,2,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N300,tina,25,144,288,1,3,0,1,120,-1,4,00,OK
Diffusion2D-PT-D05N350,tina,25,144,288,1,2,0,1,120,-1,4,00,OK
Diffusion2D-PT-D10N010,tina,100,684,1368,4,49,0,1,585,-1,14,00,OK
Diffusion2D-PT-D10N050,tina,100,684,1368,4,49,0,1,585,-1,14,00,OK
Diffusion2D-PT-D10N100,tina,100,684,1368,4,49,0,1,585,-1,14,00,OK
Diffusion2D-PT-D10N150,tina,100,684,1368,4,50,0,1,585,-1,13,00,OK
Diffusion2D-PT-D10N200,tina,100,684,1368,4,50,0,1,585,-1,13,00,OK
Diffusion2D-PT-D20N010,tina,400,2964,5928,77,1006,0,1,2565,-1,2003,02,OK
Diffusion2D-PT-D20N050,tina,400,2964,5928,78,1008,0,1,2565,-1,2005,02,OK
Diffusion2D-PT-D20N100,tina,400,2964,5928,77,1015,0,1,2565,-1,2005,02,OK
Diffusion2D-PT-D20N150,tina,400,2964,5928,77,1003,0,1,2565,-1,2004,02,OK
Diffusion2D-PT-D30N010,tina,900,6844,13688,415,5089,0,1,5945,-1,10074,10,OK
Diffusion2D-PT-D30N050,tina,900,6844,13688,418,5046,0,1,5945,-1,10069,10,OK
Diffusion2D-PT-D30N100,tina,900,6844,13688,416,5073,0,1,5945,-1,10072,10,OK
Diffusion2D-PT-D30N150,tina,900,6844,13688,416,5022,0,1,5945,-1,10067,10,OK
Diffusion2D-PT-D40N010,tina,1600,12324,24648,1365,19555,0,1,10725,-1,37092,37,OK
Diffusion2D-PT-D40N050,tina,1600,12324,24648,1369,19384,0,1,10725,-1,37077,37,OK
Diffusion2D-PT-D40N100,tina,1600,12324,24648,1344,19654,0,1,10725,-1,37099,37,OK
Diffusion2D-PT-D40N150,tina,1600,12324,24648,1349,19603,0,1,10725,-1,38006,38,OK
Diffusion2D-PT-D50N010,tina,2500,19404,38808,3405,44006,0,1,16905,-1,91036,31,OK
Diffusion2D-PT-D50N050,tina,2500,19404,38808,3488,43686,0,1,16905,-1,91046,31,OK
Diffusion2D-PT-D50N100,tina,2500,19404,38808,3400,43490,0,1,16905,-1,90088,30,OK
Diffusion2D-PT-D50N150,tina,2500,19404,38808,3355,43504,0,1,16905,-1,91020,31,OK
DiscoveryGPU-PT-06a,tina,63,85,273,1,1,0,2,24,-1,3,00,OK
DiscoveryGPU-PT-06b,tina,184,194,503,3,3,0,8,18,-1,4,00,OK
DiscoveryGPU-PT-07a,tina,73,99,318,1,1,0,2,28,-1,3,00,OK
DiscoveryGPU-PT-07b,tina,212,224,582,4,4,0,9,21,-1,5,00,OK
DiscoveryGPU-PT-08a,tina,83,113,363,1,1,0,2,32,-1,3,00,OK
DiscoveryGPU-PT-08b,tina,240,254,661,5,5,0,10,24,-1,5,00,OK
DiscoveryGPU-PT-09a,tina,93,127,408,1,2,0,2,36,-1,4,00,OK
DiscoveryGPU-PT-09b,tina,268,284,740,6,7,0,11,27,-1,6,00,OK
DiscoveryGPU-PT-10a,tina,103,141,453,2,2,0,2,40,-1,4,00,OK
DiscoveryGPU-PT-10b,tina,296,314,819,7,7,0,12,30,-1,6,00,OK
DiscoveryGPU-PT-11a,tina,113,155,498,2,2,0,2,44,-1,4,00,OK
DiscoveryGPU-PT-11b,tina,324,344,898,8,10,0,13,33,-1,7,00,OK
DiscoveryGPU-PT-12a,tina,123,169,543,2,2,0,2,48,-1,4,00,OK
DiscoveryGPU-PT-12b,tina,352,374,977,9,10,0,14,36,-1,7,00,OK
DiscoveryGPU-PT-13a,tina,133,183,588,2,3,0,2,52,-1,4,00,OK
DiscoveryGPU-PT-13b,tina,380,404,1056,11,10,0,15,39,-1,7,00,OK
DiscoveryGPU-PT-14a,tina,143,197,633,2,4,0,2,56,-1,4,00,OK
DiscoveryGPU-PT-14b,tina,408,434,1135,12,14,0,16,42,-1,8,00,OK
DiscoveryGPU-PT-15a,tina,153,211,678,3,4,0,2,60,-1,4,00,OK
DiscoveryGPU-PT-15b,tina,436,464,1214,14,17,0,17,45,-1,9,00,OK
DLCflexbar-PT-2a,tina,353,2169,8205,64,631,0,196,2012,-1,1023,01,OK
DLCflexbar-PT-2b,tina,4456,6272,16411,2055,3317,0,196,2012,-1,11020,11,OK
DLCflexbar-PT-3a,tina,581,3891,14956,176,2216,0,355,3665,-1,3099,03,OK
DLCflexbar-PT-3b,tina,7245,10555,28284,5601,8467,0,355,3665,-1,31024,31,OK
DLCflexbar-PT-4a,tina,927,6615,25705,492,5787,0,608,6296,-1,10094,10,OK
DLCflexbar-PT-4b,tina,11440,17128,46731,14210,28404,0,608,6296,-1,87006,27,OK
DLCflexbar-PT-5a,tina,1415,10593,41484,1180,15693,0,979,10157,-1,29058,29,OK
DLCflexbar-PT-5b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCflexbar-PT-6a,tina,2069,16077,63325,2700,35822,0,1492,15500,-1,67025,07,OK
DLCflexbar-PT-6b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCflexbar-PT-7a,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCflexbar-PT-7b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCflexbar-PT-8a,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCflexbar-PT-8b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCround-PT-03a,tina,113,617,2269,6,48,0,52,556,-1,13,00,OK
DLCround-PT-03b,tina,1383,1887,4809,185,246,0,52,556,-1,93,00,OK
DLCround-PT-04a,tina,139,823,3074,8,93,0,69,753,-1,20,00,OK
DLCround-PT-04b,tina,1680,2364,6156,289,496,0,69,753,-1,1056,01,OK
DLCround-PT-05a,tina,167,1055,3985,14,139,0,88,976,-1,30,00,OK
DLCround-PT-05b,tina,1999,2887,7649,425,611,0,88,976,-1,2022,02,OK
DLCround-PT-06a,tina,197,1313,5002,18,210,0,109,1225,-1,44,00,OK
DLCround-PT-06b,tina,2340,3456,9288,581,894,0,109,1225,-1,3020,03,OK
DLCround-PT-07a,tina,229,1597,6125,27,352,0,132,1500,-1,67,00,OK
DLCround-PT-07b,tina,2703,4071,11073,805,1647,0,132,1500,-1,4076,04,OK
DLCround-PT-08a,tina,263,1907,7354,38,421,0,157,1801,-1,87,00,OK
DLCround-PT-08b,tina,3088,4732,13004,1068,2332,0,157,1801,-1,6055,06,OK
DLCround-PT-09a,tina,299,2243,8689,43,661,0,184,2128,-1,1026,01,OK
DLCround-PT-09b,tina,3495,5439,15081,1413,2511,0,184,2128,-1,8009,08,OK
DLCround-PT-10a,tina,337,2605,10130,65,962,0,213,2481,-1,1075,01,OK
DLCround-PT-10b,tina,3924,6192,17304,1802,3409,0,213,2481,-1,10064,10,OK
DLCround-PT-11a,tina,377,2993,11677,84,1022,0,244,2860,-1,2007,02,OK
DLCround-PT-11b,tina,4375,6991,19673,2560,4717,0,244,2860,-1,14050,14,OK
DLCround-PT-12a,tina,419,3407,13330,110,1563,0,277,3265,-1,2088,02,OK
DLCround-PT-12b,tina,4848,7836,22188,2754,4664,0,277,3265,-1,16032,16,OK
DLCround-PT-13a,tina,463,3847,15089,140,1804,0,312,3696,-1,3055,03,OK
DLCround-PT-13b,tina,5343,8727,24849,3356,6833,0,312,3696,-1,21017,21,OK
DLCshifumi-PT-2a,tina,188,888,3166,12,90,0,79,779,-1,22,00,OK
DLCshifumi-PT-2b,tina,2483,3183,7756,543,657,0,79,779,-1,2068,02,OK
DLCshifumi-PT-3a,tina,544,3097,11545,130,1224,0,282,2835,-1,2041,02,OK
DLCshifumi-PT-3b,tina,7058,9611,24573,4849,6905,0,282,2835,-1,26021,26,OK
DLCshifumi-PT-4a,tina,1178,7504,28610,504,7680,0,691,7017,-1,14014,14,OK
DLCshifumi-PT-4b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCshifumi-PT-5a,tina,2162,14865,57457,2547,28451,0,1378,14081,-1,55090,55,OK
DLCshifumi-PT-5b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCshifumi-PT-6a,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DLCshifumi-PT-6b,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
DNAwalker-PT-01track12Block1,tina,13,82,241,1,1,0,0,69,-1,3,00,OK
DNAwalker-PT-02track12Block2,tina,14,84,244,1,1,0,0,70,-1,3,00,OK
DNAwalker-PT-03track12BlockBoth,tina,14,84,244,1,1,0,0,70,-1,3,00,OK
DNAwalker-PT-04track28LL,tina,34,250,728,1,7,0,0,216,-1,5,00,OK
DNAwalker-PT-05track28LR,tina,34,250,728,1,7,0,0,216,-1,5,00,OK
DNAwalker-PT-06track28RL,tina,34,250,728,1,7,0,0,216,-1,5,00,OK
DNAwalker-PT-07track28RR,tina,34,250,728,1,7,0,0,216,-1,5,00,OK
DNAwalker-PT-08ringLL,tina,27,260,760,1,8,0,0,233,-1,5,00,OK
DNAwalker-PT-09ringLR,tina,27,260,760,1,8,0,0,233,-1,5,00,OK
DNAwalker-PT-10ringRL,tina,27,260,760,1,7,0,0,233,-1,5,00,OK
DNAwalker-PT-11ringRR,tina,27,260,760,1,8,0,0,233,-1,5,00,OK
DNAwalker-PT-12ringLLLarge,tina,33,312,916,1,13,0,0,279,-1,6,00,OK
